file,sheet,row,year,category,asset,side,entry_date,exit_date,pnl,side_norm
My Trading Log 2020.xlsx,Trades - Ações,63,2020,Ações,BRAP4,COMPRA,2020-07-20,2020-08-20,3546.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,64,2020,Ações,BRAP4,COMPRA,2020-07-20,2020-08-20,525.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,65,2020,Ações,MGLU3,COMPRA,2020-08-19,2020-08-20,-1780.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,66,2020,Ações,MRFG3,COMPRA,2020-08-19,2020-08-20,-392.0000000000073,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,67,2020,Ações,VVAR3,COMPRA,2020-08-24,2020-08-26,-1540.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,68,2020,Ações,MGLU3,COMPRA,2020-08-27,2020-09-04,-3234.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,69,2020,Ações,EMBR3,VENDA,2020-09-21,2020-10-06,-2500.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Ações,70,2020,Ações,BRML3,VENDA,2020-09-28,2020-10-06,-4560.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Ações,71,2020,Ações,GGBR4,COMPRA,2020-08-24,2020-08-26,1950.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,72,2020,Ações,CIEL3,VENDA,2020-09-28,2020-10-06,490.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Ações,73,2020,Ações,RADL3,COMPRA,2020-10-14,2020-10-28,-4788.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,74,2020,Ações,VALE3,COMPRA,2020-10-14,2020-10-28,-2354.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,75,2020,Ações,SUZB3,COMPRA,2020-11-30,2020-12-10,-4590.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,76,2020,Ações,CSNA3,COMPRA,2020-11-25,-,17200.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,77,2020,Ações,USIM5,COMPRA,2020-11-25,-,4725.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,78,2020,Ações,BRAP4,COMPRA,2020-11-25,-,7350.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,79,2020,Ações,GOAU4,COMPRA,2020-12-18,-,60.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Ações,80,2020,Ações,GGBR4,COMPRA,2020-12-18,-,-660.0,Compra/Long
My Trading Log 2020.xlsx,DayTrades (Erros),3,2020,Day Trade,RAIL3,VENDA,2020-02-14,2020-02-14,-378.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),4,2020,Day Trade,CVCB3,VENDA,2020-03-16,2020-03-16,3440.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),5,2020,Day Trade,CVCB3,VENDA,2020-03-16,2020-03-16,-100.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),6,2020,Day Trade,SMLS3,VENDA,2020-03-17,2020-03-17,-60.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),7,2020,Day Trade,CVCB3,VENDA,2020-03-17,2020-03-17,240.00000000000182,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),8,2020,Day Trade,BRAP4,COMPRA,2020-03-17,2020-03-17,-3330.0,Compra/Long
My Trading Log 2020.xlsx,DayTrades (Erros),9,2020,Day Trade,CVCB3,VENDA,2020-03-16,2020-03-16,-1400.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),10,2020,Day Trade,BRAP4,COMPRA,2020-03-17,2020-03-17,-1650.0,Compra/Long
My Trading Log 2020.xlsx,DayTrades (Erros),11,2020,Day Trade,CVCB3,VENDA,2020-03-18,2020-03-18,5832.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),12,2020,Day Trade,CVCB3,VENDA,2020-03-18,2020-03-18,-60.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),13,2020,Day Trade,CVCB3,VENDA,2020-03-18,2020-03-18,-3600.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),14,2020,Day Trade,VVAR3,VENDA,2020-03-19,2020-03-19,-2210.0000000000073,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),15,2020,Day Trade,CVCB3,VENDA,2020-03-19,2020-03-19,-4400.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),16,2020,Day Trade,SUZB3,VENDA,2020-03-23,2020-03-23,-4900.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),17,2020,Day Trade,CVCB3,VENDA,2020-04-03,2020-04-03,-2520.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),18,2020,Day Trade,LAME4,VENDA,2020-10-30,2020-10-30,1000.0000000000146,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),19,2020,Day Trade,LAME4,VENDA,2020-10-30,2020-10-30,660.0,Venda/Short
My Trading Log 2020.xlsx,DayTrades (Erros),20,2020,Day Trade,MGLU3,COMPRA,2020-11-05,2020-11-05,506.0,Compra/Long
My Trading Log 2020.xlsx,DayTrades (Erros),21,2020,Day Trade,BBAS3,COMPRA,2020-11-10,2020-11-10,120.0,Compra/Long
My Trading Log 2020.xlsx,Trades - FIIs,3,2020,FIIs,BCFF11,COMPRA,2020-11-30,-,1236.0,Compra/Long
My Trading Log 2020.xlsx,Trades - FIIs,4,2020,FIIs,RECR11,COMPRA,2020-11-30,-,1305.0,Compra/Long
My Trading Log 2020.xlsx,Trades - FIIs,5,2020,FIIs,IRDM11,COMPRA,2020-11-30,-,4932.0,Compra/Long
My Trading Log 2020.xlsx,Trades - FIIs,6,2020,FIIs,BTLG11,COMPRA,2020-12-23,-,755.0,Compra/Long
My Trading Log 2020.xlsx,Trades - Opções (Erros),3,2020,Opções,ITUBI261,VENDA,2020-09-14,-,184.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Opções (Erros),4,2020,Opções,BBDCI231,VENDA,2020-09-14,-,70.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Opções (Erros),5,2020,Opções,ABEVI130,VENDA,2020-09-16,2020-09-17,-1100.0,Venda/Short
My Trading Log 2020.xlsx,Trades - Opções (Erros),6,2020,Opções,BBASI340,VENDA,2020-09-16,-,210.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,4,2019,Futuros,ICFH19,V,2019-11-29,2019-01-08,1128.5999999999985,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,5,2019,Futuros,BGIK19,C,2018-12-12,2019-01-15,-4950.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,6,2019,Futuros,ICFH19,V,2019-01-02,2019-01-08,-4757.600000000006,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,7,2019,Futuros,ICFH19,V,2019-01-15,2019-02-21,7141.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,8,2019,Futuros,ICFH19,V,2019-02-11,2019-02-21,8558.100000000006,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,9,2019,Futuros,BGIK19,C,2019-02-12,2019-02-21,-8250.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,10,2019,Futuros,CCMK19,C,2018-12-21,2019-03-11,4950.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,11,2019,Futuros,CCMK19,C,2019-02-12,2019-03-11,-2106.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,12,2019,Futuros,CCMK19,C,2019-02-26,2019-03-11,-7200.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,13,2019,Futuros,ICFU19,V,2019-03-07,2019-04-04,2508.600000000006,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,14,2019,Futuros,ICFU19,V,2019-03-28,2019-04-04,-4195.800000000003,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,15,2019,Futuros,BGIK19,C,2019-03-11,2019-04-26,6336.000000000058,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,16,2019,Futuros,BGIK19,C,2019-03-28,2019-04-26,-214.4999999999709,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,17,2019,Futuros,CCMK19,V,2019-03-18,2019-05-14,29880.00000000003,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,18,2019,Futuros,CCMK19,V,2019-04-29,2019-05-14,540.0000000000146,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,19,2019,Futuros,CCMU19,V,2019-05-10,2019-05-14,-6696.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,20,2019,Futuros,ICFU19,V,2019-04-08,2019-05-21,4514.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,21,2019,Futuros,ICFU19,V,2019-05-08,2019-05-21,-4403.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,22,2019,Futuros,CCMU19,C,2019-05-17,2019-05-20,1485.0000000000146,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,23,2019,Futuros,CCMU19,C,2019-05-20,2019-05-20,-1327.5,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,24,2019,Futuros,BGIV19,C,2019-05-15,2019-05-27,-1082.3999999999942,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,25,2019,Futuros,BGIV19,C,2019-05-30,2019-05-30,-5049.000000000058,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,26,2019,Futuros,CCMU19,C,2019-05-27,2019-06-06,-2070.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,27,2019,Futuros,ICFU19,V,2019-06-05,2019-06-24,4188.799999999988,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,28,2019,Futuros,ICFU19,V,2019-06-05,2019-06-24,1955.7999999999884,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,29,2019,Futuros,CCMU19,C,2019-06-12,2019-06-28,3496.5,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,30,2019,Futuros,BGIV19,C,2019-06-18,2019-07-01,-1287.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,31,2019,Futuros,ICFU19,C,2019-06-26,2019-06-27,-2598.75,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,32,2019,Futuros,ICFU19,C,2019-07-01,2019-07-01,-2656.499999999971,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,33,2019,Futuros,BGIV19,C,2019-07-19,2019-07-23,-4537.5,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,34,2019,Futuros,ICFU19,V,2019-07-23,2019-08-28,15631.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,35,2019,Futuros,CCMX19,C,2019-08-06,2019-08-12,-2844.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,36,2019,Futuros,ICFZ19,V,2019-07-23,2019-09-09,-4411.600000000006,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,37,2019,Futuros,ICFZ19,V,2019-09-19,2019-10-03,-5043.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,38,2019,Futuros,CCMX19,C,2019-09-12,2019-10-10,4212.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,39,2019,Futuros,CCMX19,C,2019-10-08,2019-10-10,-1620.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,40,2019,Futuros,ICFZ19,V,2019-10-07,2019-10-18,1107.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,41,2019,Futuros,ICFZ19,V,2019-10-15,2019-10-18,-2747.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,42,2019,Futuros,CCMX19,C,2019-10-21,-,-405.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,43,2019,Futuros,CCMX19,C,2019-10-11,2019-11-01,1728.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,44,2019,Futuros,CCMX19,C,2019-10-16,2019-11-01,459.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,45,2019,Futuros,CCMF20,C,2019-10-21,2019-11-22,4590.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,46,2019,Futuros,CCMF20,C,2019-11-11,2019-11-14,3825.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,47,2019,Futuros,CCMF20,C,2019-11-18,2019-11-22,8370.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,48,2019,Futuros,BGIV19,C,2019-11-19,2019-11-22,-1303.5,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,49,2019,Futuros,CCMF20,C,2019-11-18,2019-11-22,2394.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,50,2019,Futuros,CCMF20,C,2019-11-18,2019-11-22,-787.5,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,51,2019,Futuros,CCMF20,C,2019-11-22,2019-11-27,720.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,52,2019,Futuros,BGIZ19,C,2019-11-22,2019-11-28,33.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,53,2019,Futuros,BGIZ19,C,2019-11-26,2019-11-28,-2475.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,54,2019,Futuros,CCMF20,C,2019-11-29,2019-12-02,-675.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,55,2019,Futuros,CCMF20,C,2019-11-29,2019-12-02,-855.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,56,2019,Futuros,BGIZ19,C,2019-11-29,2019-12-02,-2310.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,57,2019,Futuros,ICFH20,C,2019-12-05,2019-12-11,11317.050000000017,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,58,2019,Futuros,ICFH20,C,2019-12-16,-,-1062.3999999999942,Compra/Long
My Trading Log Novo 2019.xlsx,Position Trade - Futuros,59,2019,Futuros,CCMF20,C,2019-11-29,2019-12-02,-3960.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),3,2019,Ações,LAME4,COMPRA,2019-10-15,2019-10-31,-3301.9999999999927,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),4,2019,Ações,YDUQ3,COMPRA,2019-10-14,2019-11-08,351.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),5,2019,Ações,BTOW3,COMPRA,2019-10-14,2019-10-31,-2712.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),6,2019,Ações,MGLU3,COMPRA,2019-10-09,2019-11-13,5328.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),7,2019,Ações,CYRE3,COMPRA,2019-11-01,2019-11-12,-2356.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),8,2019,Ações,MGLU3,COMPRA,2019-11-18,2019-11-18,-1768.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),9,2019,Ações,B3SA3,COMPRA,2019-10-23,2019-11-19,340.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),10,2019,Ações,FLRY3,COMPRA,2019-11-11,2019-11-19,994.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),11,2019,Ações,BRML3,COMPRA,2019-11-01,2019-11-19,-32.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),12,2019,Ações,BTOW3,COMPRA,2019-11-18,2019-11-19,-105.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),13,2019,Ações,FLRY3,COMPRA,2019-11-25,2019-12-10,297.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),14,2019,Ações,RAIL3,COMPRA,2019-12-02,2019-12-18,-80.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),15,2019,Ações,BBSE3,COMPRA,2019-12-18,-,-78.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),16,2019,Ações,GSHP3,COMPRA,2019-12-18,-,-2900.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),17,2019,Ações,MGLU3,COMPRA,2019-12-10,2019-12-26,1225.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),18,2019,Ações,BTOW3,COMPRA,2019-11-18,2019-12-27,3710.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),19,2019,Ações,PETR4,COMPRA,2019-11-22,2019-12-27,704.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),20,2019,Ações,LAME4,COMPRA,2019-12-02,2019-12-27,6732.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),21,2019,Ações,BRPR3,COMPRA,2019-11-25,2019-12-27,2926.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (NEW SYSTEM),22,2019,Ações,COGN3,COMPRA,2019-12-26,2019-12-27,-240.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),5,2019,Ações,BRML3,COMPRA,2018-11-16,2019-03-06,948.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),6,2019,Ações,BRSF3,COMPRA,2018-12-05,2019-01-04,-1494.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),7,2019,Ações,CPLE6,COMPRA,2019-01-02,2019-02-21,6069.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),8,2019,Ações,B3SA3,COMPRA,2019-01-02,2019-03-07,10373.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),9,2019,Ações,USIM5,COMPRA,2019-01-09,2019-02-07,-2405.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),10,2019,Ações,BRFS3,COMPRA,2019-01-18,2019-02-13,-1615.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),11,2019,Ações,CMIG4,COMPRA,2019-02-20,2019-03-07,-972.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),12,2019,Ações,ITUB4,COMPRA,2019-02-25,2019-03-20,-2829.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),13,2019,Ações,SBSP3,COMPRA,2019-02-25,2019-03-06,-1544.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),14,2019,Ações,ARZZ3,COMPRA,2019-02-26,2019-03-07,-840.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),15,2019,FIIs,SANB11,COMPRA,2019-03-13,2019-03-22,-2106.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),16,2019,Ações,BBAS3,COMPRA,2019-03-11,2019-03-21,-3360.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),17,2019,Ações,B3SA3,COMPRA,2019-03-11,2019-03-22,-408.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),18,2019,Ações,BBAS3,VENDA,2019-05-17,2019-05-21,-1919.9999999999964,Venda/Short
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),19,2019,Ações,BBDC4,VENDA,2019-05-17,2019-05-21,-4521.999999999993,Venda/Short
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),20,2019,Ações,PETR4,VENDA,2019-05-17,2019-05-21,-4439.999999999993,Venda/Short
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),21,2019,FIIs,SANB11,VENDA,2019-05-17,2019-05-22,-4158.0,Venda/Short
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),22,2019,Ações,EQTL3,COMPRA,2019-05-24,2019-06-25,5688.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),23,2019,Ações,RENT3,COMPRA,2019-05-28,2019-06-25,2887.9999999999964,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),24,2019,Ações,MRVE3,COMPRA,2019-05-24,2019-06-25,4814.999999999993,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),25,2019,Ações,ELET3,COMPRA,2019-06-03,2019-06-25,-852.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),26,2019,Ações,DIRR3,COMPRA,2019-08-02,2019-08-15,-3612.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),27,2019,Ações,SQIA3,COMPRA,2019-08-07,2019-08-15,-550.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),28,2019,Ações,NATU3,COMPRA,2019-08-01,2019-08-23,-224.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),29,2019,Ações,NATU3,COMPRA,2019-08-02,2019-08-23,-600.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),30,2019,Ações,BRML3,COMPRA,2019-08-08,2019-08-20,-4320.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),31,2019,Ações,MGLU3,COMPRA,2019-08-13,2019-08-23,-2981.9999999999964,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),32,2019,Ações,ELET6,COMPRA,2019-08-19,2019-08-20,-3060.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),33,2019,Ações,JBSS3,COMPRA,2019-07-05,2019-09-09,8640.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),34,2019,Ações,BRPR3,COMPRA,2019-08-22,2019-09-09,969.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),35,2019,Ações,FLRY3,COMPRA,2019-08-22,2019-09-09,-2784.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),36,2019,Ações,VVAR3,COMPRA,2019-09-02,2019-09-09,-4050.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),37,2019,Ações,MGLU3,COMPRA,2019-09-04,2019-09-09,-1547.9999999999964,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),38,2019,Ações,FLRY3 (T),COMPRA,2019-10-01,2019-10-07,-6524.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),39,2019,Ações,WEGE3,COMPRA,2019-09-19,2019-10-07,-2232.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),40,2019,Ações,QUAL3 (T),COMPRA,2019-10-01,2019-10-07,-1990.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),41,2019,Ações,BRPR3,COMPRA,2019-09-12,2019-10-08,216.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),42,2019,Ações,EQTL3,COMPRA,2019-09-12,2019-10-08,-1110.0,Compra/Long
My Trading Log Novo 2019.xlsx,Position - Acoes (old system),43,2019,Ações,VIVT4,COMPRA,2019-09-19,2019-10-08,-1080.0,Compra/Long
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,2,2014,Ações,VALE5,SHORT,2014-12-23,2014-12-30,-264.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,3,2014,Ações,PETR4,SHORT,2014-12-23,2014-01-22,-1.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,4,2014,Ações,ARTR3,SHORT,2014-12-23,2014-01-16,-164.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,5,2014,Ações,GOAU4,SHORT,2014-12-26,2014-01-07,-44.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,6,2014,Ações,BRPR3,SHORT,2014-12-29,2014-01-08,-126.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,7,2014,Ações,CYRE3,SHORT,2014-12-29,2014-01-07,-72.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,8,2014,Ações,ENBR3,SHORT,2014-12-29,2014-01-08,6.000000000000455,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,9,2014,Ações,HGTX3,SHORT,2014-12-29,2014-02-04,21.999999999999773,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,10,2014,Ações,MRVE3,SHORT,2014-12-29,2014-01-07,-36.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,11,2014,Ações,OIBR4,SHORT,2014-12-29,2014-02-13,199.9999999999999,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,12,2014,Ações,PDGR3,SHORT,2014-12-29,2015-03-24,950.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,13,2014,Ações,PETR3,SHORT,2014-12-29,2014-01-22,-34.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,14,2015,Ações,CSNA3,SHORT,2015-01-02,2014-01-07,-77.99999999999977,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,15,2015,Ações,GFSA3,SHORT,2015-01-02,2014-01-22,11.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,16,2014,Ações,CMIG4,SHORT,2014-01-08,2014-01-16,-4.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,17,2014,Ações,FLYR3,SHORT,2014-01-08,2014-01-27,60.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,18,2014,Ações,HBOR3,SHORT,2014-01-08,2015-02-06,203.00000000000045,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,19,2014,Ações,LEVE3,SHORT,2014-01-08,2014-01-09,-90.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,20,2014,Ações,MILS3,SHORT,2014-01-08,2014-02-27,270.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,21,2014,Ações,MRFG3,SHORT,2014-01-08,2014-02-23,148.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,22,2014,Ações,NATU3,SHORT,2014-01-08,2015-01-21,-40.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,23,2014,Ações,OIBR3,SHORT,2014-01-08,2014-02-18,-57.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,24,2014,Ações,RSID3,SHORT,2014-01-08,2014-02-13,66.0,Venda/Short
Nature 1 Log - Jan Fev e Mar.xlsx,Phi - Jan2015,25,2014,Ações,SBSP3,SHORT,2014-01-08,2014-02-13,437.99999999999955,Venda/Short
